cation,anion,SMILES
C[NH+](CCCC1CC[NH2+]CC1)Cc1ccc(Cl)cc1F,CCOC(=O)Nc1cc(-c2ccccc2)ccc1C=C(I)OCCCC1CCC(O)(C=O)CCC(C)(C)[NH2+]CC(=O)C(CCCC(C)CCCC(C)NC(=O)[O-])CC1CC1OC(OC)C(OC)CC1C(=O)[O-],C[NH+](CCCC1CC[NH2+]CC1)Cc1ccc(Cl)cc1F.CCOC(=O)Nc1cc(-c2ccccc2)ccc1C=C(I)OCCCC1CCC(O)(C=O)CCC(C)(C)[NH2+]CC(=O)C(CCCC(C)CCCC(C)NC(=O)[O-])CC1CC1OC(OC)C(OC)CC1C(=O)[O-]
C[NH+](C)C1CN(c2ccccc2-n2ccnn2)CC1n1cc(CO)c2ccc(-n3cnnc3)cc21,Cc1c(NC(=O)C(=O)NCC(c2cc(Cl)ccc2F)C(C)C(=O)[O-])cnn1C,C[NH+](C)C1CN(c2ccccc2-n2ccnn2)CC1n1cc(CO)c2ccc(-n3cnnc3)cc21.Cc1c(NC(=O)C(=O)NCC(c2cc(Cl)ccc2F)C(C)C(=O)[O-])cnn1C
CCCCNc1nc(N(C)CCC[NH+](C)C)ccc1N,CC1(COC(=O)CCP(=O)([O-])[O-])SOC(=O)C(F)(F)C(F)(F)C1CC1CCCC1,CCCCNc1nc(N(C)CCC[NH+](C)C)ccc1N.CC1(COC(=O)CCP(=O)([O-])[O-])SOC(=O)C(F)(F)C(F)(F)C1CC1CCCC1
CCC[NH2+]Cc1ccc(C[NH+](C)CCn2ccnc2)cc1,CC(C)NC(=O)CCNC(=O)C1CCCC1C(=O)[O-],CCC[NH2+]Cc1ccc(C[NH+](C)CCn2ccnc2)cc1.CC(C)NC(=O)CCNC(=O)C1CCCC1C(=O)[O-]
CC[NH+](CCC[NH+](C)C)Cc1ccc(C(C)C)cc1,O=C([O-])C1C2C=CC(CN2C(=O)Nc2ccc3c(c2)OCCO3)C1(C(=O)[O-])C(=O)[O-],CC[NH+](CCC[NH+](C)C)Cc1ccc(C(C)C)cc1.O=C([O-])C1C2C=CC(CN2C(=O)Nc2ccc3c(c2)OCCO3)C1(C(=O)[O-])C(=O)[O-]
CCCCCCCCCCCCCC[NH+](CCCC)CCCCCCCCC,CCC(C)(C)N(C)c1nc2sccc2cc1CC(=O)[O-],CCCCCCCCCCCCCC[NH+](CCCC)CCCCCCCCC.CCC(C)(C)N(C)c1nc2sccc2cc1CC(=O)[O-]
NC(=O)C[NH+]1CC=C(c2nnnn2C2OC(COc3ccc(C(F)(F)F)cc3)C(Cc3ccc(O)c(Cl)c3)O2)CC1,O=C(NCC1(C(=O)[O-])CCSCC1)C(=O)NC1CCCCC1,NC(=O)C[NH+]1CC=C(c2nnnn2C2OC(COc3ccc(C(F)(F)F)cc3)C(Cc3ccc(O)c(Cl)c3)O2)CC1.O=C(NCC1(C(=O)[O-])CCSCC1)C(=O)NC1CCCCC1
C#CCC[NH+](C)CCOc1ccc2c(=O)c3cc(Cl)c(Cl)cc3n(CC)c2c1,CCCCCCCCCCCCCCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CNC(=O)C(NCC)S(=O)(=O)[O-])C2S(=O)(=O)C1C(=O)[O-],C#CCC[NH+](C)CCOc1ccc2c(=O)c3cc(Cl)c(Cl)cc3n(CC)c2c1.CCCCCCCCCCCCCCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CNC(=O)C(NCC)S(=O)(=O)[O-])C2S(=O)(=O)C1C(=O)[O-]
CCOc1cc(C=NCC[NH+](C)C)cc(OC)c1Br,CC(CS)C(=O)N(C(=O)c1ccccc1C(=O)[O-])C1CCCCC1,CCOc1cc(C=NCC[NH+](C)C)cc(OC)c1Br.CC(CS)C(=O)N(C(=O)c1ccccc1C(=O)[O-])C1CCCCC1
COc1cc(N)ccc1CC[NH+](C)CCC(C)C,O=C([O-])C=C[NH2+]N=C(CC(=O)[O-])C(=O)[O-],COc1cc(N)ccc1CC[NH+](C)CCC(C)C.O=C([O-])C=C[NH2+]N=C(CC(=O)[O-])C(=O)[O-]
COCC([NH2+]C(C)c1nccs1)c1ccccn1,O=C([O-])CC(C(=O)[O-])N1C(=O)C(Cc2ccccc2-c2cccc(-c3csc(N4CCC(C(=O)[O-])CC4)n3)c2)SC1=S,COCC([NH2+]C(C)c1nccs1)c1ccccn1.O=C([O-])CC(C(=O)[O-])N1C(=O)C(Cc2ccccc2-c2cccc(-c3csc(N4CCC(C(=O)[O-])CC4)n3)c2)SC1=S
C[NH+](C)CCCN(Cc1cccc(Cl)c1)S(=O)(=O)c1ccc(Br)cc1,COCc1nc(C2(OC)CCCCCC2)sc1C(=O)[O-],C[NH+](C)CCCN(Cc1cccc(Cl)c1)S(=O)(=O)c1ccc(Br)cc1.COCc1nc(C2(OC)CCCCCC2)sc1C(=O)[O-]
CCC[NH+](CC)CCNc1c(F)cccc1Br,O=C([O-])C1CCCN1C(=O)C(c1ccccc1)C1CCCCC1,CCC[NH+](CC)CCNc1c(F)cccc1Br.O=C([O-])C1CCCN1C(=O)C(c1ccccc1)C1CCCCC1
C=CC[NH+](CCO)CCOc1cccc(C[NH2+]C)c1,O=C([O-])c1ccc2c(O)cn(Sc3cc(Br)sc3C(=O)[O-])c2c1,C=CC[NH+](CCO)CCOc1cccc(C[NH2+]C)c1.O=C([O-])c1ccc2c(O)cn(Sc3cc(Br)sc3C(=O)[O-])c2c1
CCCC(C)[NH+](C)CCCOc1ccc2c(-c3ccc(C)cc3)n(CC)c(=[NH2+])nc2c1,CC(C(=O)NC1CCCCC1)n1c2ccccc2c(=O)c2cc(P(=O)([O-])[O-])ccc21,CCCC(C)[NH+](C)CCCOc1ccc2c(-c3ccc(C)cc3)n(CC)c(=[NH2+])nc2c1.CC(C(=O)NC1CCCCC1)n1c2ccccc2c(=O)c2cc(P(=O)([O-])[O-])ccc21
COC(=O)c1cc(C)c(NCCCC[NH+](C)C)c(O)c1,O=C([O-])COc1cc(I)c(C(=O)[O-])c(OC(=O)[N-]C(=O)[O-])c1I,COC(=O)c1cc(C)c(NCCCC[NH+](C)C)c(O)c1.O=C([O-])COc1cc(I)c(C(=O)[O-])c(OC(=O)[N-]C(=O)[O-])c1I
CCCCn1c(-c2ccccc2)cc2c(NCC[NH+](CC)Cc3ccccc3)nc(-c3cccc(Cl)c3)cc21,COC1C(OC(C)=O)C2C(OC(C)=O)COC12C(=O)[O-],CCCCn1c(-c2ccccc2)cc2c(NCC[NH+](CC)Cc3ccccc3)nc(-c3cccc(Cl)c3)cc21.COC1C(OC(C)=O)C2C(OC(C)=O)COC12C(=O)[O-]
CC(C)CC[NH+](CCc1nc(CC[NH+](C)C)cs1)C1CC1,COc1ccc(C2(CC(=O)[O-])CCCCC2)cc1F,CC(C)CC[NH+](CCc1nc(CC[NH+](C)C)cs1)C1CC1.COc1ccc(C2(CC(=O)[O-])CCCCC2)cc1F
C[NH+](CCO)CC(=O)c1ccccc1F,CC(C)=CCOc1ccc(C2C(=C([O-])c3cccc(OCC(C)C)c3)C(=O)C(=O)N2CCCOC2CCCC2)cc1,C[NH+](CCO)CC(=O)c1ccccc1F.CC(C)=CCOc1ccc(C2C(=C([O-])c3cccc(OCC(C)C)c3)C(=O)C(=O)N2CCCOC2CCCC2)cc1
CCOC(=O)N1CC=C(C[NH+]2CCCC(O)C2)CC1,O=C([O-])CC(Cc1ccccc1)n1nnnc1-c1ccccc1Cl,CCOC(=O)N1CC=C(C[NH+]2CCCC(O)C2)CC1.O=C([O-])CC(Cc1ccccc1)n1nnnc1-c1ccccc1Cl
CC(C)[NH+](C)CCCC[NH+](C)CCO,N#CC(=CC1(O)CCCCC1)C(=O)[O-],CC(C)[NH+](C)CCCC[NH+](C)CCO.N#CC(=CC1(O)CCCCC1)C(=O)[O-]
CC[NH+](C1CCS(=O)(=O)C1)C(C)c1nc(CCl)cs1,CC(C)n1ncc2c(I)c(C(=O)NC(CC3CC3)C(=O)[O-])ccc21,CC[NH+](C1CCS(=O)(=O)C1)C(C)c1nc(CCl)cs1.CC(C)n1ncc2c(I)c(C(=O)NC(CC3CC3)C(=O)[O-])ccc21
CC[NH+](CCCC(N)(C#N)c1ccccc1)CC1CCC[NH2+]C1,CCOC(=O)C=CCN(CC(=O)[O-])C(=O)CCCCCCOC(=O)CCC(=O)[O-],CC[NH+](CCCC(N)(C#N)c1ccccc1)CC1CCC[NH2+]C1.CCOC(=O)C=CCN(CC(=O)[O-])C(=O)CCCCCCOC(=O)CCC(=O)[O-]
CCC[NH2+]C(CC[NH+](C)C(CCC)CCC)c1ccc(C)cc1,CC(C)(CC(=O)[O-])NC(=O)NC1CCCCC1O,CCC[NH2+]C(CC[NH+](C)C(CCC)CCC)c1ccc(C)cc1.CC(C)(CC(=O)[O-])NC(=O)NC1CCCCC1O
CCC[NH2+]C(C)CC[NH+](C)Cc1ccco1,O=C([O-])COc1cccc2c1C(C(=O)[O-])CC(C(=O)[O-])O2,CCC[NH2+]C(C)CC[NH+](C)Cc1ccco1.O=C([O-])COc1cccc2c1C(C(=O)[O-])CC(C(=O)[O-])O2
C[NH2+]C(c1ccc2c(c1)CCO2)C(C)C,CNC(=O)C(=O)NC(Cc1ccc(NC(=O)c2ccccc2)cc1)C(=O)[O-],C[NH2+]C(c1ccc2c(c1)CCO2)C(C)C.CNC(=O)C(=O)NC(Cc1ccc(NC(=O)c2ccccc2)cc1)C(=O)[O-]
CCNC(=[NH+]Cc1ccccc1)N1CCC(C)C([NH+](C)C)C1,O=C(NCC(c1ccc[nH]1)[NH+](Cc1ccco1)Cc1cccs1)NC1C2CCOC2C1(CO)C1CC2OC2C1C1(C(=O)[O-])CC(O)C2(CO2)C1C(=O)[O-],CCNC(=[NH+]Cc1ccccc1)N1CCC(C)C([NH+](C)C)C1.O=C(NCC(c1ccc[nH]1)[NH+](Cc1ccco1)Cc1cccs1)NC1C2CCOC2C1(CO)C1CC2OC2C1C1(C(=O)[O-])CC(O)C2(CO2)C1C(=O)[O-]
CCCn1cc(C)[nH+]c1NCc1ccc(C)o1,O=C([O-])C1(C(=O)[O-])CCC(O)O1,CCCn1cc(C)[nH+]c1NCc1ccc(C)o1.O=C([O-])C1(C(=O)[O-])CCC(O)O1
CSCC(CCO)[NH2+]C(C)c1ccc(Br)o1,C[Si](C)(CCNc1cccc(-c2sc3cc(C#N)ccc3c2CC2CCCCC2)c1OCCC(=O)[O-])OC(=O)CCC(=O)[O-],CSCC(CCO)[NH2+]C(C)c1ccc(Br)o1.C[Si](C)(CCNc1cccc(-c2sc3cc(C#N)ccc3c2CC2CCCCC2)c1OCCC(=O)[O-])OC(=O)CCC(=O)[O-]
C#CC[NH+](C)CCNCC[Si](C)(C)C,CC1=C(C=CC(=O)[O-])C(=O)CC(O)(C(=O)CO)C(C)(O)C1(C)C,C#CC[NH+](C)CCNCC[Si](C)(C)C.CC1=C(C=CC(=O)[O-])C(=O)CC(O)(C(=O)CO)C(C)(O)C1(C)C
CCCCCC[NH+]1CC(C[NH+](C)CCC)NC1=O,CCCC12CCOC3(C)C1Cc1c(O)c(Cl)c(OC)c(Cl)c1C3C2(O)C(=O)[O-],CCCCCC[NH+]1CC(C[NH+](C)CCC)NC1=O.CCCC12CCOC3(C)C1Cc1c(O)c(Cl)c(OC)c(Cl)c1C3C2(O)C(=O)[O-]
CC[NH+](CC=CC(C)CCOCc1ccccc1)CCC[NH+](C)C,CSC1CCCCN(C(=O)C(NC(=O)[O-])C2CC(C)CCC2C(=O)[O-])C1,CC[NH+](CC=CC(C)CCOCc1ccccc1)CCC[NH+](C)C.CSC1CCCCN(C(=O)C(NC(=O)[O-])C2CC(C)CCC2C(=O)[O-])C1
CCCCCCCCC[NH+](CC)CC(CS)NCC,[NH3+]CC1CCCN(C2CC[NH+](CC3C(C(=O)[O-])C3(CC(=O)[O-])C(=O)[O-])CC2)C1,CCCCCCCCC[NH+](CC)CC(CS)NCC.[NH3+]CC1CCCN(C2CC[NH+](CC3C(C(=O)[O-])C3(CC(=O)[O-])C(=O)[O-])CC2)C1
CCOC(C[NH+](Cc1ccccc1)C1CC(C)(OCC)C1(C)O)OCC,[NH3+]CCCC(C(=O)[O-])(C(=O)[O-])C1CCCCCCCCCOCCCCCCC1,CCOC(C[NH+](Cc1ccccc1)C1CC(C)(OCC)C1(C)O)OCC.[NH3+]CCCC(C(=O)[O-])(C(=O)[O-])C1CCCCCCCCCOCCCCCCC1
CCCCc1cc(NC(=O)NCCC[NH+](C)C)ccc1N1CCCC1=O,CC1(C)CCCN(C(=O)NC2CCCCC2(C)C(=O)[O-])CC1,CCCCc1cc(NC(=O)NCCC[NH+](C)C)ccc1N1CCCC1=O.CC1(C)CCCN(C(=O)NC2CCCCC2(C)C(=O)[O-])CC1
CC[NH+](C)CCSc1cc(Br)ccc1Br,CCCCCCCCC=CCCCCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)([O-])P(C)(=O)[O-],CC[NH+](C)CCSc1cc(Br)ccc1Br.CCCCCCCCC=CCCCCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)([O-])P(C)(=O)[O-]
CC[NH+](CC)CCC(=O)NCC[NH+](C)C,CC(NS(=O)(=O)c1ccccc1)C(=O)N1CCC(C)(C(=O)[O-])C1,CC[NH+](CC)CCC(=O)NCC[NH+](C)C.CC(NS(=O)(=O)c1ccccc1)C(=O)N1CCC(C)(C(=O)[O-])C1
C[NH+](CCN1CCCCC1)CC1(C[NH2+]C2CC2)CCOCC1,[NH3+]C(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)NC(C(=O)[O-])C(CO)NC(=O)C1CCCN1C(=O)C(F)(F)C(F)=C1C(=O)OC(C(=O)[O-])C(O)C(O)C1O,C[NH+](CCN1CCCCC1)CC1(C[NH2+]C2CC2)CCOCC1.[NH3+]C(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)NC(C(=O)[O-])C(CO)NC(=O)C1CCCN1C(=O)C(F)(F)C(F)=C1C(=O)OC(C(=O)[O-])C(O)C(O)C1O
C[NH+](CCO)CCOc1cccc(Br)c1,CC(C)CC(NC(=O)C1CCCN1C(=O)C(CC(=O)[O-])NC(=O)C([NH3+])C(C)O)C(=O)[O-],C[NH+](CCO)CCOc1cccc(Br)c1.CC(C)CC(NC(=O)C1CCCN1C(=O)C(CC(=O)[O-])NC(=O)C([NH3+])C(C)O)C(=O)[O-]
Cc1ccc(NC(=S)Nc2ccc(S(=O)(=O)NCC[NH+](C)C)cc2)cc1,CCC(C)NC(=O)c1ccc(S2(C)CC3(CO)COC(C)(C)OC3C2C(=O)[O-])cc1,Cc1ccc(NC(=S)Nc2ccc(S(=O)(=O)NCC[NH+](C)C)cc2)cc1.CCC(C)NC(=O)c1ccc(S2(C)CC3(CO)COC(C)(C)OC3C2C(=O)[O-])cc1
CCCCOCCOCC1(F)CC[NH2+]CC1,O=C(NCCCS(=O)(=O)[O-])C(=O)Nc1ccc(Cl)cc1,CCCCOCCOCC1(F)CC[NH2+]CC1.O=C(NCCCS(=O)(=O)[O-])C(=O)Nc1ccc(Cl)cc1
CCCCOCC[NH+](C)CCO,CN(C(=O)CC1CCCCC1)C1COCC1C(=O)[O-],CCCCOCC[NH+](C)CCO.CN(C(=O)CC1CCCCC1)C1COCC1C(=O)[O-]
C[NH+](CCc1ccccc1)CC(O)C[NH3+],O=C([O-])C(CO)Nc1ncnc2c(CCC3(C(=O)[O-])CCCC3)c[nH]c12,C[NH+](CCc1ccccc1)CC(O)C[NH3+].O=C([O-])C(CO)Nc1ncnc2c(CCC3(C(=O)[O-])CCCC3)c[nH]c12
CC(C)C[NH+](CCCOC(C)C)CCC[NH+](C)C,CCC([NH2+]CC(=O)[O-])C(=O)[O-],CC(C)C[NH+](CCCOC(C)C)CCC[NH+](C)C.CCC([NH2+]CC(=O)[O-])C(=O)[O-]
CCC[NH2+]Cc1coc(C[NH+](C)CCC(C)C)c1,CC1(C)CC(=O)N(CC2(C(=O)[O-])CCC2)C(=O)CN1C(=O)c1ccc(F)c(F)c1,CCC[NH2+]Cc1coc(C[NH+](C)CCC(C)C)c1.CC1(C)CC(=O)N(CC2(C(=O)[O-])CCC2)C(=O)CN1C(=O)c1ccc(F)c(F)c1
Cc1cccc(CC[NH+](C)Cc2cccc(N)c2)c1,Cc1ccc(C(=O)C=Cc2cc(OOc3ccc(Cl)cc3)ccc2C(=O)[O-])cc1,Cc1cccc(CC[NH+](C)Cc2cccc(N)c2)c1.Cc1ccc(C(=O)C=Cc2cc(OOc3ccc(Cl)cc3)ccc2C(=O)[O-])cc1
CC[NH+](CC)CCNc1cc[nH+]c2cccc(Cl)c12,O=C(C=C1CCCOc2ccccc21)NCC1(C(=O)[O-])CCC1,CC[NH+](CC)CCNc1cc[nH+]c2cccc(Cl)c12.O=C(C=C1CCCOc2ccccc21)NCC1(C(=O)[O-])CCC1
C=CON=C(CF)C[C+]1CCc2oc(CC)c(-c3nc4ccc(C(=O)OC(F)(F)F)cc4[nH]3)c2C1,NC(=O)CC1(CSc2ccccc2C(=O)[O-])CC1,C=CON=C(CF)C[C+]1CCc2oc(CC)c(-c3nc4ccc(C(=O)OC(F)(F)F)cc4[nH]3)c2C1.NC(=O)CC1(CSc2ccccc2C(=O)[O-])CC1
COCC[NH+](C)CCNS(=O)(=O)c1ccc2c(c1)NCC2,Cc1ncccc1CNc1cc(F)c(C(=O)[O-])cc1NC(=O)CC=CC(=O)[O-],COCC[NH+](C)CCNS(=O)(=O)c1ccc2c(c1)NCC2.Cc1ncccc1CNc1cc(F)c(C(=O)[O-])cc1NC(=O)CC=CC(=O)[O-]
C#CC(C)[NH+](C)CCc1ccccn1,Cn1c(C(=O)[O-])ccc1N1CCC(C(=O)[O-])C1,C#CC(C)[NH+](C)CCc1ccccn1.Cn1c(C(=O)[O-])ccc1N1CCC(C(=O)[O-])C1
O=C(CC1=C[NH2+]C2OC(COS(=O)(=O)N3OC(O)CS(=O)(=O)O3)C(O)CC2C1)OCON=S(=O)=O,O=C([O-])c1cccc(-n2cnnn2)c1,O=C(CC1=C[NH2+]C2OC(COS(=O)(=O)N3OC(O)CS(=O)(=O)O3)C(O)CC2C1)OCON=S(=O)=O.O=C([O-])c1cccc(-n2cnnn2)c1
CCCC[NH+](CCO)CC1Cc2ccccc2CNC1=O,O=C([O-])COc1c(I)c(Cl)cc(Cl)nc1=O,CCCC[NH+](CCO)CC1Cc2ccccc2CNC1=O.O=C([O-])COc1c(I)c(Cl)cc(Cl)nc1=O
CCCCCCCCCC[NH+](C)CCc1ccccc1,O=C([O-])C(SCC(=O)N1CCCCCC1)c1cccs1,CCCCCCCCCC[NH+](C)CCc1ccccc1.O=C([O-])C(SCC(=O)N1CCCCCC1)c1cccs1
CC[NH+](C)C(CN)(C[NH+](C)CC(C)(C)O)c1ccc(F)cc1,CC(C)(C)CCCC(=O)NC1CCC(C(=O)[O-])CC1,CC[NH+](C)C(CN)(C[NH+](C)CC(C)(C)O)c1ccc(F)cc1.CC(C)(C)CCCC(=O)NC1CCC(C(=O)[O-])CC1
CC(C)C(CC[NH3+])CCC[NH+](C)CCC[NH+](C)C,C=CCN(C(=O)CCC(=O)N(CCCC)c1ccc(C(=O)[O-])cc1)C(=O)c1ccc(-c2cccnc2)cc1,CC(C)C(CC[NH3+])CCC[NH+](C)CCC[NH+](C)C.C=CCN(C(=O)CCC(=O)N(CCCC)c1ccc(C(=O)[O-])cc1)C(=O)c1ccc(-c2cccnc2)cc1
Cc1cc(N2CCCN(C(=O)CCNC(=O)CC(C)(C)C)CC2)c2cnn(C)c2[nH+]1,CSCCC(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C([NH3+])Cc1c[nH]c2ccccc12)C(=O)[O-],Cc1cc(N2CCCN(C(=O)CCNC(=O)CC(C)(C)C)CC2)c2cnn(C)c2[nH+]1.CSCCC(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C([NH3+])Cc1c[nH]c2ccccc12)C(=O)[O-]
Cc1cncc(-c2nc(C([NH2+]C(F)Cl)C3CCC3)nn2-c2ccc(F)cc2)c1,CCOC(=O)CN(C(=O)C1(C)CCCO1)C(C(=O)[O-])C(C)C,Cc1cncc(-c2nc(C([NH2+]C(F)Cl)C3CCC3)nn2-c2ccc(F)cc2)c1.CCOC(=O)CN(C(=O)C1(C)CCCO1)C(C(=O)[O-])C(C)C
CCCC[NH+](CCCC)CCCOc1ccc(F)cc1,C=CC(=O)N(C)c1ccc2c(C#N)c(N)sc2c1C(=O)[O-],CCCC[NH+](CCCC)CCCOc1ccc(F)cc1.C=CC(=O)N(C)c1ccc2c(C#N)c(N)sc2c1C(=O)[O-]
C[NH+](CCCCNC(=O)C1CN2CC[NH+]1CC2)Cc1ccccc1,O=C(CC1(C(=O)[O-])CCCCCC1)NC1CCCCCCC1,C[NH+](CCCCNC(=O)C1CN2CC[NH+]1CC2)Cc1ccccc1.O=C(CC1(C(=O)[O-])CCCCCC1)NC1CCCCCCC1
CCCn1c(CCC[NH+](C)C)cc2c(N)cccc21,CC(C)(C)c1cc(CC(NC(=O)N2CCCC2C(=O)[O-])C(=O)[O-])cc(C(N)=O)c1[O-],CCCn1c(CCC[NH+](C)C)cc2c(N)cccc21.CC(C)(C)c1cc(CC(NC(=O)N2CCCC2C(=O)[O-])C(=O)[O-])cc(C(N)=O)c1[O-]
CCOCC1=CC=C(CNC(NC(C)CCC(C)C)=[NH+]C)CC1,O=C([O-])CCCSc1c(O)cccc1O,CCOCC1=CC=C(CNC(NC(C)CCC(C)C)=[NH+]C)CC1.O=C([O-])CCCSc1c(O)cccc1O
CCOCCC[NH+]=C(NCCC[NH+](C)C)NCc1nnc2n1CCCC2,O=C([O-])C=CCN1CCCNC(=O)C1,CCOCCC[NH+]=C(NCCC[NH+](C)C)NCc1nnc2n1CCCC2.O=C([O-])C=CCN1CCCNC(=O)C1
CC[NH+](CC)Cc1ccc(F)cc1,CC(C)CC(NC(=O)C(CCC(=O)NC(CC(=O)[O-])C(=O)[O-])NC(=O)C(C)NC(=O)C1CCC[NH2+]1)C(=O)[O-],CC[NH+](CC)Cc1ccc(F)cc1.CC(C)CC(NC(=O)C(CCC(=O)NC(CC(=O)[O-])C(=O)[O-])NC(=O)C(C)NC(=O)C1CCC[NH2+]1)C(=O)[O-]
CCCC(C)[NH2+]C(C)c1c(C)noc1C,O=C([O-])c1cccc2c1OC1CCCCC1C(C(=O)[O-])C2=O,CCCC(C)[NH2+]C(C)c1c(C)noc1C.O=C([O-])c1cccc2c1OC1CCCCC1C(C(=O)[O-])C2=O
NC(=O)N1CCC(NC(=O)N2CC[NH+](Cc3ccco3)CC2)CC1,COc1c(NC(=O)C(=O)NCC(=O)[O-])c(O)c(SCC(=O)NCc2c(C)nn3ccccc23)c(OC)c1OCC(O)COc1cccc(CS(=O)[O-])c1,NC(=O)N1CCC(NC(=O)N2CC[NH+](Cc3ccco3)CC2)CC1.COc1c(NC(=O)C(=O)NCC(=O)[O-])c(O)c(SCC(=O)NCc2c(C)nn3ccccc23)c(OC)c1OCC(O)COc1cccc(CS(=O)[O-])c1
CC1=C(c2cc(C)cs2)CN2C(=C1C)Oc1c(C3CCC[NH2+]3)cc(Sc3cccc(F)c3)cc12,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCCCCCCCCCC)OC(=O)CC(C=CCC(=O)[O-])OC(=O)NCCCCCCCCCCCC(=O)[O-],CC1=C(c2cc(C)cs2)CN2C(=C1C)Oc1c(C3CCC[NH2+]3)cc(Sc3cccc(F)c3)cc12.CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCC=CCC=CCCCCCCCCCC)OC(=O)CC(C=CCC(=O)[O-])OC(=O)NCCCCCCCCCCCC(=O)[O-]
CCC[NH+](CCC)Cn1[nH]c(NC)nc1=O,CC1CCCN(C(=O)c2ccc(Cl)c(NC(=O)C(CC(=O)[O-])C(=O)[O-])c2)C1,CCC[NH+](CCC)Cn1[nH]c(NC)nc1=O.CC1CCCN(C(=O)c2ccc(Cl)c(NC(=O)C(CC(=O)[O-])C(=O)[O-])c2)C1
CCCc1ccc(C(CC)[NH2+]C(C)CC)cc1,NC(=O)C1CCCN(C(=O)C2CC(C(=O)[O-])=C(C(=O)[O-])N2)C1,CCCc1ccc(C(CC)[NH2+]C(C)CC)cc1.NC(=O)C1CCCN(C(=O)C2CC(C(=O)[O-])=C(C(=O)[O-])N2)C1
CC(C#N)C[NH+](C)CCCc1ccc(N)cc1,CC(C)S(=O)(=O)CC=CC1=C(C(=O)OCC2CC2)CC2(C)C(OC(=O)[O-])C(C)(C)CC12C,CC(C#N)C[NH+](C)CCCc1ccc(N)cc1.CC(C)S(=O)(=O)CC=CC1=C(C(=O)OCC2CC2)CC2(C)C(OC(=O)[O-])C(C)(C)CC12C
CC(CCC(F)(F)F)(c1ccccc1Cl)C([NH2+]C(CCCCCC(N)=O)C(=O)OCc1cnccc1O)C(F)(F)F,COC(=O)Cc1ccc2nc(CC(=O)[O-])n(CC(C)=O)c2c1,CC(CCC(F)(F)F)(c1ccccc1Cl)C([NH2+]C(CCCCCC(N)=O)C(=O)OCc1cnccc1O)C(F)(F)F.COC(=O)Cc1ccc2nc(CC(=O)[O-])n(CC(C)=O)c2c1
CCCOCCC[NH+](C)CC1(O)CCCCC1,Cc1ccc2c(I)c(C(=O)[O-])sc2c1,CCCOCCC[NH+](C)CC1(O)CCCCC1.Cc1ccc2c(I)c(C(=O)[O-])sc2c1
CCCc1c(CN2CC[NH+](CC)CC2)oc2ccccc12,CC(C)CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCC(C)O)OC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C,CCCc1c(CN2CC[NH+](CC)CC2)oc2ccccc12.CC(C)CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCC(C)O)OC(=O)CCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC(C)C
CSCC[NH+](C)CC(C)C(C)C[NH2+]CC(C)C,CC(=O)C1=C(S)C(c2ccccc2)=C(C(=O)[O-])C1(C)C(=O)[O-],CSCC[NH+](C)CC(C)C(C)C[NH2+]CC(C)C.CC(=O)C1=C(S)C(c2ccccc2)=C(C(=O)[O-])C1(C)C(=O)[O-]
C[NH+]=C(NCCC[NH+](C)C)NCC[NH+](C)Cc1csc(C)n1,CCc1cccc(C(=O)[O-])c1C(=O)C#N,C[NH+]=C(NCCC[NH+](C)C)NCC[NH+](C)Cc1csc(C)n1.CCc1cccc(C(=O)[O-])c1C(=O)C#N
CCOCC[NH+](C)CC(Cl)c1ccsc1,CCSc1ccc(C)c(C(=O)N2CC3(CCCCCC3)CC2C(=O)[O-])c1,CCOCC[NH+](C)CC(Cl)c1ccsc1.CCSc1ccc(C)c(C(=O)N2CC3(CCCCCC3)CC2C(=O)[O-])c1
